,model_pth,epoch,top1acc,top5acc,val_images_blurred,val_blur_sigma
0,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_4_for_20_epoch_to_gauss_2_for_20_epoch_to_gauss_0_for_20/outmodel/checkpoint_supervised_resnet50_from_gauss_4_for_20_epoch_to_gauss_2_for_20_epoch_to_gauss_0_for_20_epoch25.pth.tar,25,1.658,4.634,0,0
1,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_4_for_20_epoch_to_gauss_2_for_20_epoch_to_gauss_0_for_20/outmodel/checkpoint_supervised_resnet50_from_gauss_4_for_20_epoch_to_gauss_2_for_20_epoch_to_gauss_0_for_20_epoch30.pth.tar,30,2.31,6.94,0,0
2,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_4_for_20_epoch_to_gauss_2_for_20_epoch_to_gauss_0_for_20/outmodel/checkpoint_supervised_resnet50_from_gauss_4_for_20_epoch_to_gauss_2_for_20_epoch_to_gauss_0_for_20_epoch35.pth.tar,35,1.584,5.176,0,0
3,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_4_for_20_epoch_to_gauss_2_for_20_epoch_to_gauss_0_for_20/outmodel/checkpoint_supervised_resnet50_from_gauss_4_for_20_epoch_to_gauss_2_for_20_epoch_to_gauss_0_for_20_epoch40.pth.tar,40,1.196,3.812,0,0
4,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_4_for_20_epoch_to_gauss_2_for_20_epoch_to_gauss_0_for_20/outmodel/checkpoint_supervised_resnet50_from_gauss_4_for_20_epoch_to_gauss_2_for_20_epoch_to_gauss_0_for_20_epoch45.pth.tar,45,68.19,88.686,0,0
5,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_4_for_20_epoch_to_gauss_2_for_20_epoch_to_gauss_0_for_20/outmodel/checkpoint_supervised_resnet50_from_gauss_4_for_20_epoch_to_gauss_2_for_20_epoch_to_gauss_0_for_20_epoch50.pth.tar,50,69.002,88.932,0,0
6,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_4_for_20_epoch_to_gauss_2_for_20_epoch_to_gauss_0_for_20/outmodel/checkpoint_supervised_resnet50_from_gauss_4_for_20_epoch_to_gauss_2_for_20_epoch_to_gauss_0_for_20_epoch55.pth.tar,55,69.596,89.312,0,0
7,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_4_for_20_epoch_to_gauss_2_for_20_epoch_to_gauss_0_for_20/outmodel/checkpoint_supervised_resnet50_from_gauss_4_for_20_epoch_to_gauss_2_for_20_epoch_to_gauss_0_for_20_epoch60.pth.tar,60,69.210,89.230,0,0
