,model_pth,epoch,top1acc,top5acc,loss,val_images_blurred,val_blur_sigma
0,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_0_for_30_epoch_to_gauss_4_for_30_epoch_to_gauss_0_for_30/outmodel/checkpoint_supervised_resnet50_from_gauss_0_for_30_epoch_to_gauss_4_for_30_epoch_to_gauss_0_for_30_epoch65.pth.tar,65,74.12,91.932,1.0249,0,0
1,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_0_for_30_epoch_to_gauss_4_for_30_epoch_to_gauss_0_for_30/outmodel/checkpoint_supervised_resnet50_from_gauss_0_for_30_epoch_to_gauss_4_for_30_epoch_to_gauss_0_for_30_epoch70.pth.tar,70,74.578,92.168,1.0008,0,0
2,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_0_for_30_epoch_to_gauss_4_for_30_epoch_to_gauss_0_for_30/outmodel/checkpoint_supervised_resnet50_from_gauss_0_for_30_epoch_to_gauss_4_for_30_epoch_to_gauss_0_for_30_epoch75.pth.tar,75,74.822,92.362,0.99446,0,0
3,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_0_for_30_epoch_to_gauss_4_for_30_epoch_to_gauss_0_for_30/outmodel/checkpoint_supervised_resnet50_from_gauss_0_for_30_epoch_to_gauss_4_for_30_epoch_to_gauss_0_for_30_epoch80.pth.tar,80,74.89,92.358,0.98923,0,0
4,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_0_for_30_epoch_to_gauss_4_for_30_epoch_to_gauss_0_for_30/outmodel/checkpoint_supervised_resnet50_from_gauss_0_for_30_epoch_to_gauss_4_for_30_epoch_to_gauss_0_for_30_epoch85.pth.tar,85,75.11,92.436,0.98671,0,0
5,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_0_for_30_epoch_to_gauss_4_for_30_epoch_to_gauss_0_for_30/outmodel/checkpoint_supervised_resnet50_from_gauss_0_for_30_epoch_to_gauss_4_for_30_epoch_to_gauss_0_for_30_epoch90.pth.tar,90,75.094,92.428,9.8554e-01,0,0
