,model_pth,epoch,top1acc,top5acc,val_images_blurred,val_blur_sigma
0,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15/outmodel/checkpoint_supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15_epoch20.pth.tar,20,1.904,5.542,0,0
1,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15/outmodel/checkpoint_supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15_epoch25.pth.tar,25,2.014,6.102,0,0
2,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15/outmodel/checkpoint_supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15_epoch30.pth.tar,30,2.492,7.46,0,0
3,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15/outmodel/checkpoint_supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15_epoch35.pth.tar,35,1.27,4.462,0,0
4,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15/outmodel/checkpoint_supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15_epoch40.pth.tar,40,0.944,3.486,0,0
5,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15/outmodel/checkpoint_supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15_epoch45.pth.tar,45,0.72,2.414,0,0
6,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15/outmodel/checkpoint_supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15_epoch50.pth.tar,50,67.736,88.344,0,0
7,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15/outmodel/checkpoint_supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15_epoch55.pth.tar,55,67.928,88.412,0,0
8,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15/outmodel/checkpoint_supervised_resnet50_from_gauss_6_for_15_epoch_to_gauss_4_for_15_epoch_to_gauss_2_for_15_epoch_to_gauss_0_for_15_epoch60.pth.tar,60,68.424,88.780,0,0
