,model_pth,epoch,top1acc,top5acc,loss,val_images_blurred,val_blur_sigma
0,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45_epoch20.pth.tar,20,52.15,77.838,2.0601,0,0
1,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45_epoch25.pth.tar,25,50.932,77.25,2.0922,0,0
2,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45_epoch30.pth.tar,30,53.902,78.876,1.9833,0,0
3,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45_epoch35.pth.tar,35,70.142,89.666,1.2038,0,0
4,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45_epoch40.pth.tar,40,70.198,89.86,1.1954,0,0
5,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45_epoch45.pth.tar,45,69.03,89.216,1.2428,0,0
6,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45_epoch50.pth.tar,50,69.25,89.46,1.2324,0,0
7,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45_epoch55.pth.tar,55,69.712,89.51,1.2172,0,0
8,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_4_for_15_epoch_to_gauss_0_for_45_epoch60.pth.tar,60,69.638,89.526,1.2216e+00,0,0
