Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 291,231,678,0.5574712643678161,
airplane, 7, 15, 53, 0.3181818181818182, 
bicycle, 18, 13, 44, 0.5806451612903226, 
boat, 8, 16, 51, 0.3333333333333333, 
car, 7, 18, 50, 0.28, 
chair, 27, 8, 40, 0.7714285714285715, 
dog, 6, 18, 51, 0.25, 
keyboard, 4, 20, 51, 0.16666666666666666, 
oven, 26, 13, 36, 0.6666666666666666, 
bear, 5, 11, 59, 0.3125, 
bird, 11, 19, 45, 0.36666666666666664, 
bottle, 46, 7, 22, 0.8679245283018868, 
cat, 20, 14, 41, 0.5882352941176471, 
clock, 54, 4, 17, 0.9310344827586207, 
elephant, 14, 17, 44, 0.45161290322580644, 
knife, 6, 25, 44, 0.1935483870967742, 
truck, 32, 13, 30, 0.7111111111111111, 
