Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 100,126,974,0.4424778761061947,
airplane, 0, 10, 65, 0.0, 
bicycle, 0, 8, 67, 0.0, 
boat, 0, 8, 67, 0.0, 
car, 0, 7, 68, 0.0, 
chair, 1, 8, 66, 0.1111111111111111, 
dog, 0, 9, 66, 0.0, 
keyboard, 15, 6, 54, 0.7142857142857143, 
oven, 0, 8, 67, 0.0, 
bear, 0, 8, 67, 0.0, 
bird, 0, 11, 64, 0.0, 
bottle, 5, 7, 63, 0.4166666666666667, 
cat, 0, 8, 67, 0.0, 
clock, 57, 4, 14, 0.9344262295081968, 
elephant, 22, 5, 48, 0.8148148148148148, 
knife, 0, 13, 62, 0.0, 
truck, 0, 6, 69, 0.0, 
