Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 178,608,414,0.22646310432569974,
airplane, 3, 40, 32, 0.06976744186046512, 
bicycle, 9, 34, 32, 0.20930232558139536, 
boat, 5, 38, 32, 0.11627906976744186, 
car, 15, 34, 26, 0.30612244897959184, 
chair, 5, 37, 33, 0.11904761904761904, 
dog, 6, 41, 28, 0.1276595744680851, 
keyboard, 5, 44, 26, 0.10204081632653061, 
oven, 19, 29, 27, 0.3958333333333333, 
bear, 0, 48, 27, 0.0, 
bird, 2, 46, 27, 0.041666666666666664, 
bottle, 41, 27, 7, 0.6029411764705882, 
cat, 10, 46, 19, 0.17857142857142858, 
clock, 40, 14, 21, 0.7407407407407407, 
elephant, 3, 45, 27, 0.0625, 
knife, 3, 38, 34, 0.07317073170731707, 
truck, 12, 47, 16, 0.2033898305084746, 
