Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 253,417,530,0.3776119402985075,
airplane, 5, 28, 42, 0.15151515151515152, 
bicycle, 11, 23, 41, 0.3235294117647059, 
boat, 1, 30, 44, 0.03225806451612903, 
car, 29, 20, 26, 0.5918367346938775, 
chair, 18, 25, 32, 0.4186046511627907, 
dog, 9, 29, 37, 0.23684210526315788, 
keyboard, 11, 34, 30, 0.24444444444444444, 
oven, 18, 21, 36, 0.46153846153846156, 
bear, 5, 29, 41, 0.14705882352941177, 
bird, 3, 30, 42, 0.09090909090909091, 
bottle, 42, 18, 15, 0.7, 
cat, 10, 31, 34, 0.24390243902439024, 
clock, 47, 13, 15, 0.7833333333333333, 
elephant, 8, 30, 37, 0.21052631578947367, 
knife, 5, 31, 39, 0.1388888888888889, 
truck, 31, 25, 19, 0.5535714285714286, 
