Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 194,510,496,0.2755681818181818,
airplane, 10, 30, 35, 0.25, 
bicycle, 5, 34, 36, 0.1282051282051282, 
boat, 6, 35, 34, 0.14634146341463414, 
car, 24, 28, 23, 0.46153846153846156, 
chair, 3, 35, 37, 0.07894736842105263, 
dog, 8, 33, 34, 0.1951219512195122, 
keyboard, 16, 39, 20, 0.2909090909090909, 
oven, 5, 34, 36, 0.1282051282051282, 
bear, 5, 39, 31, 0.11363636363636363, 
bird, 5, 34, 36, 0.1282051282051282, 
bottle, 29, 28, 18, 0.5087719298245614, 
cat, 9, 28, 38, 0.24324324324324326, 
clock, 37, 17, 21, 0.6851851851851852, 
elephant, 3, 34, 38, 0.08108108108108109, 
knife, 0, 32, 43, 0.0, 
truck, 29, 30, 16, 0.4915254237288136, 
