Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 172,617,411,0.21799746514575413,
airplane, 3, 40, 32, 0.06976744186046512, 
bicycle, 9, 33, 33, 0.21428571428571427, 
boat, 5, 39, 31, 0.11363636363636363, 
car, 24, 30, 21, 0.4444444444444444, 
chair, 4, 45, 26, 0.08163265306122448, 
dog, 9, 37, 29, 0.1956521739130435, 
keyboard, 9, 44, 22, 0.16981132075471697, 
oven, 6, 37, 32, 0.13953488372093023, 
bear, 5, 42, 28, 0.10638297872340426, 
bird, 5, 41, 29, 0.10869565217391304, 
bottle, 28, 34, 13, 0.45161290322580644, 
cat, 9, 38, 28, 0.19148936170212766, 
clock, 35, 23, 17, 0.603448275862069, 
elephant, 3, 44, 28, 0.06382978723404255, 
knife, 3, 43, 29, 0.06521739130434782, 
truck, 15, 47, 13, 0.24193548387096775, 
