Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 207,602,391,0.2558714462299135,
airplane, 0, 39, 36, 0.0, 
bicycle, 17, 29, 29, 0.3695652173913043, 
boat, 3, 44, 28, 0.06382978723404255, 
car, 26, 31, 18, 0.45614035087719296, 
chair, 15, 41, 19, 0.26785714285714285, 
dog, 7, 39, 29, 0.15217391304347827, 
keyboard, 11, 46, 18, 0.19298245614035087, 
oven, 12, 34, 29, 0.2608695652173913, 
bear, 1, 46, 28, 0.02127659574468085, 
bird, 3, 52, 20, 0.05454545454545454, 
bottle, 24, 28, 23, 0.46153846153846156, 
cat, 10, 38, 27, 0.20833333333333334, 
clock, 44, 15, 16, 0.7457627118644068, 
elephant, 6, 45, 24, 0.11764705882352941, 
knife, 2, 47, 26, 0.04081632653061224, 
truck, 26, 28, 21, 0.48148148148148145, 
