Category, Shape_Choices, Texture_Choices, Other_Choices, Shape_Bias,
Total, 187, 555, 458, 0.25202156334231807, 
airplane, 0, 30, 45, 0.0, 
bicycle, 9, 28, 38, 0.24324324324324326, 
boat, 5, 36, 34, 0.12195121951219512, 
car, 21, 35, 19, 0.375, 
chair, 11, 32, 32, 0.2558139534883721, 
dog, 9, 41, 25, 0.18, 
keyboard, 6, 39, 30, 0.13333333333333333, 
oven, 12, 32, 31, 0.2727272727272727, 
bear, 4, 41, 30, 0.08888888888888889, 
bird, 1, 45, 29, 0.021739130434782608, 
bottle, 30, 28, 17, 0.5172413793103449, 
cat, 8, 38, 29, 0.17391304347826086, 
clock, 48, 15, 12, 0.7619047619047619, 
elephant, 4, 41, 30, 0.08888888888888889, 
knife, 3, 34, 38, 0.08108108108108109, 
truck, 16, 40, 19, 0.2857142857142857, 
