Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 198,557,445,0.26225165562913905,
airplane, 1, 42, 32, 0.023255813953488372, 
bicycle, 10, 27, 38, 0.2702702702702703, 
boat, 2, 36, 37, 0.05263157894736842, 
car, 23, 28, 24, 0.45098039215686275, 
chair, 11, 35, 29, 0.2391304347826087, 
dog, 5, 34, 36, 0.1282051282051282, 
keyboard, 14, 37, 24, 0.27450980392156865, 
oven, 10, 35, 30, 0.2222222222222222, 
bear, 1, 44, 30, 0.022222222222222223, 
bird, 3, 43, 29, 0.06521739130434782, 
bottle, 39, 30, 6, 0.5652173913043478, 
cat, 10, 39, 26, 0.20408163265306123, 
clock, 42, 16, 17, 0.7241379310344828, 
elephant, 6, 35, 34, 0.14634146341463414, 
knife, 1, 39, 35, 0.025, 
truck, 20, 37, 18, 0.3508771929824561, 
