Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 343,165,692,0.6751968503937008,
airplane, 8, 10, 57, 0.4444444444444444, 
bicycle, 32, 7, 36, 0.8205128205128205, 
boat, 9, 12, 54, 0.42857142857142855, 
car, 17, 10, 48, 0.6296296296296297, 
chair, 27, 7, 41, 0.7941176470588235, 
dog, 24, 6, 45, 0.8, 
keyboard, 9, 12, 54, 0.42857142857142855, 
oven, 31, 8, 36, 0.7948717948717948, 
bear, 6, 14, 55, 0.3, 
bird, 13, 14, 48, 0.48148148148148145, 
bottle, 25, 16, 34, 0.6097560975609756, 
cat, 21, 10, 44, 0.6774193548387096, 
clock, 58, 2, 15, 0.9666666666666667, 
elephant, 14, 12, 49, 0.5384615384615384, 
knife, 11, 11, 53, 0.5, 
truck, 38, 14, 23, 0.7307692307692307, 
