Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 175,620,405,0.22012578616352202,
airplane, 6, 41, 28, 0.1276595744680851, 
bicycle, 7, 32, 36, 0.1794871794871795, 
boat, 4, 45, 26, 0.08163265306122448, 
car, 21, 35, 19, 0.375, 
chair, 16, 38, 21, 0.2962962962962963, 
dog, 10, 35, 30, 0.2222222222222222, 
keyboard, 13, 40, 22, 0.24528301886792453, 
oven, 3, 44, 28, 0.06382978723404255, 
bear, 3, 47, 25, 0.06, 
bird, 3, 45, 27, 0.0625, 
bottle, 16, 36, 23, 0.3076923076923077, 
cat, 10, 39, 26, 0.20408163265306123, 
clock, 36, 21, 18, 0.631578947368421, 
elephant, 5, 39, 31, 0.11363636363636363, 
knife, 2, 42, 31, 0.045454545454545456, 
truck, 20, 41, 14, 0.32786885245901637, 
