Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 163,604,433,0.21251629726205998,
airplane, 2, 43, 30, 0.044444444444444446, 
bicycle, 6, 31, 38, 0.16216216216216217, 
boat, 0, 42, 33, 0.0, 
car, 22, 33, 20, 0.4, 
chair, 3, 41, 31, 0.06818181818181818, 
dog, 8, 36, 31, 0.18181818181818182, 
keyboard, 9, 41, 25, 0.18, 
oven, 12, 35, 28, 0.2553191489361702, 
bear, 1, 45, 29, 0.021739130434782608, 
bird, 0, 44, 31, 0.0, 
bottle, 31, 36, 8, 0.4626865671641791, 
cat, 9, 36, 30, 0.2, 
clock, 37, 20, 18, 0.6491228070175439, 
elephant, 4, 38, 33, 0.09523809523809523, 
knife, 0, 46, 29, 0.0, 
truck, 19, 37, 19, 0.3392857142857143, 
