Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 198,619,383,0.2423500611995104,
airplane, 4, 40, 31, 0.09090909090909091, 
bicycle, 11, 33, 31, 0.25, 
boat, 4, 37, 34, 0.0975609756097561, 
car, 24, 31, 20, 0.43636363636363634, 
chair, 7, 41, 27, 0.14583333333333334, 
dog, 9, 42, 24, 0.17647058823529413, 
keyboard, 10, 47, 18, 0.17543859649122806, 
oven, 10, 34, 31, 0.22727272727272727, 
bear, 2, 46, 27, 0.041666666666666664, 
bird, 1, 49, 25, 0.02, 
bottle, 25, 39, 11, 0.390625, 
cat, 6, 44, 25, 0.12, 
clock, 45, 18, 12, 0.7142857142857143, 
elephant, 5, 42, 28, 0.10638297872340426, 
knife, 6, 44, 25, 0.12, 
truck, 29, 32, 14, 0.47540983606557374, 
