Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 199,545,456,0.2674731182795699,
airplane, 1, 37, 37, 0.02631578947368421, 
bicycle, 13, 27, 35, 0.325, 
boat, 3, 31, 41, 0.08823529411764706, 
car, 24, 31, 20, 0.43636363636363634, 
chair, 6, 32, 37, 0.15789473684210525, 
dog, 7, 32, 36, 0.1794871794871795, 
keyboard, 9, 43, 23, 0.17307692307692307, 
oven, 16, 28, 31, 0.36363636363636365, 
bear, 1, 47, 27, 0.020833333333333332, 
bird, 2, 43, 30, 0.044444444444444446, 
bottle, 36, 24, 15, 0.6, 
cat, 8, 42, 25, 0.16, 
clock, 40, 20, 15, 0.6666666666666666, 
elephant, 4, 33, 38, 0.10810810810810811, 
knife, 3, 43, 29, 0.06521739130434782, 
truck, 26, 32, 17, 0.4482758620689655, 
