Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 80,112,1008,0.4166666666666667,
airplane, 1, 7, 67, 0.125, 
bicycle, 0, 7, 68, 0.0, 
boat, 0, 8, 67, 0.0, 
car, 0, 7, 68, 0.0, 
chair, 0, 7, 68, 0.0, 
dog, 0, 8, 67, 0.0, 
keyboard, 1, 7, 67, 0.125, 
oven, 0, 8, 67, 0.0, 
bear, 0, 8, 67, 0.0, 
bird, 6, 5, 64, 0.5454545454545454, 
bottle, 15, 9, 51, 0.625, 
cat, 0, 6, 69, 0.0, 
clock, 57, 1, 17, 0.9827586206896551, 
elephant, 0, 10, 65, 0.0, 
knife, 0, 7, 68, 0.0, 
truck, 0, 7, 68, 0.0, 
