Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 196,588,416,0.25,
airplane, 2, 47, 26, 0.04081632653061224, 
bicycle, 10, 34, 31, 0.22727272727272727, 
boat, 0, 45, 30, 0.0, 
car, 28, 33, 14, 0.45901639344262296, 
chair, 27, 34, 14, 0.4426229508196721, 
dog, 10, 31, 34, 0.24390243902439024, 
keyboard, 16, 42, 17, 0.27586206896551724, 
oven, 9, 40, 26, 0.1836734693877551, 
bear, 1, 43, 31, 0.022727272727272728, 
bird, 4, 41, 30, 0.08888888888888889, 
bottle, 9, 32, 34, 0.21951219512195122, 
cat, 10, 33, 32, 0.23255813953488372, 
clock, 33, 19, 23, 0.6346153846153846, 
elephant, 7, 38, 30, 0.15555555555555556, 
knife, 4, 41, 30, 0.08888888888888889, 
truck, 26, 35, 14, 0.4262295081967213, 
