Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 241,449,510,0.3492753623188406,
airplane, 7, 30, 38, 0.1891891891891892, 
bicycle, 15, 20, 40, 0.42857142857142855, 
boat, 5, 31, 39, 0.1388888888888889, 
car, 21, 26, 28, 0.44680851063829785, 
chair, 13, 28, 34, 0.3170731707317073, 
dog, 11, 31, 33, 0.2619047619047619, 
keyboard, 8, 35, 32, 0.18604651162790697, 
oven, 21, 27, 27, 0.4375, 
bear, 5, 30, 40, 0.14285714285714285, 
bird, 4, 38, 33, 0.09523809523809523, 
bottle, 35, 22, 18, 0.6140350877192983, 
cat, 11, 33, 31, 0.25, 
clock, 48, 10, 17, 0.8275862068965517, 
elephant, 8, 29, 38, 0.21621621621621623, 
knife, 2, 29, 44, 0.06451612903225806, 
truck, 27, 30, 18, 0.47368421052631576, 
