Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 261,405,534,0.3918918918918919,
airplane, 6, 30, 39, 0.16666666666666666, 
bicycle, 12, 22, 41, 0.35294117647058826, 
boat, 5, 32, 38, 0.13513513513513514, 
car, 28, 18, 29, 0.6086956521739131, 
chair, 15, 22, 38, 0.40540540540540543, 
dog, 8, 28, 39, 0.2222222222222222, 
keyboard, 9, 33, 33, 0.21428571428571427, 
oven, 24, 18, 33, 0.5714285714285714, 
bear, 2, 32, 41, 0.058823529411764705, 
bird, 7, 32, 36, 0.1794871794871795, 
bottle, 27, 24, 24, 0.5294117647058824, 
cat, 15, 24, 36, 0.38461538461538464, 
clock, 55, 8, 12, 0.873015873015873, 
elephant, 14, 25, 36, 0.358974358974359, 
knife, 3, 31, 41, 0.08823529411764706, 
truck, 31, 26, 18, 0.543859649122807, 
