Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 222,365,613,0.3781942078364566,
airplane, 1, 25, 49, 0.038461538461538464, 
bicycle, 18, 18, 39, 0.5, 
boat, 1, 24, 50, 0.04, 
car, 15, 22, 38, 0.40540540540540543, 
chair, 6, 25, 44, 0.1935483870967742, 
dog, 11, 27, 37, 0.2894736842105263, 
keyboard, 7, 24, 44, 0.22580645161290322, 
oven, 22, 24, 29, 0.4782608695652174, 
bear, 3, 27, 45, 0.1, 
bird, 5, 26, 44, 0.16129032258064516, 
bottle, 49, 14, 12, 0.7777777777777778, 
cat, 9, 25, 41, 0.2647058823529412, 
clock, 36, 12, 27, 0.75, 
elephant, 3, 24, 48, 0.1111111111111111, 
knife, 0, 25, 50, 0.0, 
truck, 36, 23, 16, 0.6101694915254238, 
