Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 195,607,398,0.243142144638404,
airplane, 1, 46, 28, 0.02127659574468085, 
bicycle, 12, 32, 31, 0.2727272727272727, 
boat, 3, 36, 36, 0.07692307692307693, 
car, 26, 28, 21, 0.48148148148148145, 
chair, 9, 36, 30, 0.2, 
dog, 5, 38, 32, 0.11627906976744186, 
keyboard, 15, 40, 20, 0.2727272727272727, 
oven, 10, 41, 24, 0.19607843137254902, 
bear, 6, 50, 19, 0.10714285714285714, 
bird, 1, 48, 26, 0.02040816326530612, 
bottle, 26, 34, 15, 0.43333333333333335, 
cat, 11, 37, 27, 0.22916666666666666, 
clock, 39, 17, 19, 0.6964285714285714, 
elephant, 2, 42, 31, 0.045454545454545456, 
knife, 0, 46, 29, 0.0, 
truck, 29, 36, 10, 0.4461538461538462, 
