Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 215,606,379,0.2618757612667479,
airplane, 5, 40, 30, 0.1111111111111111, 
bicycle, 17, 30, 28, 0.3617021276595745, 
boat, 5, 46, 24, 0.09803921568627451, 
car, 24, 31, 20, 0.43636363636363634, 
chair, 10, 35, 30, 0.2222222222222222, 
dog, 8, 36, 31, 0.18181818181818182, 
keyboard, 4, 47, 24, 0.0784313725490196, 
oven, 15, 32, 28, 0.3191489361702128, 
bear, 1, 50, 24, 0.0196078431372549, 
bird, 2, 45, 28, 0.0425531914893617, 
bottle, 32, 34, 9, 0.48484848484848486, 
cat, 15, 34, 26, 0.30612244897959184, 
clock, 42, 21, 12, 0.6666666666666666, 
elephant, 2, 47, 26, 0.04081632653061224, 
knife, 3, 45, 27, 0.0625, 
truck, 30, 33, 12, 0.47619047619047616, 
