Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 211,347,642,0.3781362007168459,
airplane, 1, 28, 46, 0.034482758620689655, 
bicycle, 18, 17, 40, 0.5142857142857142, 
boat, 2, 27, 46, 0.06896551724137931, 
car, 15, 22, 38, 0.40540540540540543, 
chair, 6, 19, 50, 0.24, 
dog, 9, 22, 44, 0.2903225806451613, 
keyboard, 3, 31, 41, 0.08823529411764706, 
oven, 11, 26, 38, 0.2972972972972973, 
bear, 5, 20, 50, 0.2, 
bird, 10, 23, 42, 0.30303030303030304, 
bottle, 41, 17, 17, 0.7068965517241379, 
cat, 11, 22, 42, 0.3333333333333333, 
clock, 42, 9, 24, 0.8235294117647058, 
elephant, 11, 18, 46, 0.3793103448275862, 
knife, 5, 20, 50, 0.2, 
truck, 21, 26, 28, 0.44680851063829785, 
