Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 259,380,561,0.405320813771518,
airplane, 4, 27, 44, 0.12903225806451613, 
bicycle, 20, 17, 38, 0.5405405405405406, 
boat, 4, 31, 40, 0.11428571428571428, 
car, 20, 20, 35, 0.5, 
chair, 8, 25, 42, 0.24242424242424243, 
dog, 3, 25, 47, 0.10714285714285714, 
keyboard, 10, 41, 24, 0.19607843137254902, 
oven, 30, 15, 30, 0.6666666666666666, 
bear, 5, 29, 41, 0.14705882352941177, 
bird, 9, 28, 38, 0.24324324324324326, 
bottle, 44, 17, 14, 0.7213114754098361, 
cat, 14, 23, 38, 0.3783783783783784, 
clock, 49, 9, 17, 0.8448275862068966, 
elephant, 9, 19, 47, 0.32142857142857145, 
knife, 5, 27, 43, 0.15625, 
truck, 25, 27, 23, 0.4807692307692308, 
