Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 259,426,515,0.3781021897810219,
airplane, 6, 26, 43, 0.1875, 
bicycle, 8, 24, 43, 0.25, 
boat, 4, 35, 36, 0.10256410256410256, 
car, 27, 22, 26, 0.5510204081632653, 
chair, 20, 25, 30, 0.4444444444444444, 
dog, 6, 31, 38, 0.16216216216216217, 
keyboard, 11, 38, 26, 0.22448979591836735, 
oven, 15, 27, 33, 0.35714285714285715, 
bear, 7, 31, 37, 0.18421052631578946, 
bird, 7, 30, 38, 0.1891891891891892, 
bottle, 35, 22, 18, 0.6140350877192983, 
cat, 14, 31, 30, 0.3111111111111111, 
clock, 54, 9, 12, 0.8571428571428571, 
elephant, 9, 24, 42, 0.2727272727272727, 
knife, 1, 31, 43, 0.03125, 
truck, 35, 20, 20, 0.6363636363636364, 
