Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 190,584,426,0.2454780361757106,
airplane, 3, 40, 32, 0.06976744186046512, 
bicycle, 7, 30, 38, 0.1891891891891892, 
boat, 4, 38, 33, 0.09523809523809523, 
car, 16, 35, 24, 0.3137254901960784, 
chair, 6, 41, 28, 0.1276595744680851, 
dog, 6, 40, 29, 0.13043478260869565, 
keyboard, 14, 46, 15, 0.23333333333333334, 
oven, 6, 37, 32, 0.13953488372093023, 
bear, 3, 39, 33, 0.07142857142857142, 
bird, 2, 48, 25, 0.04, 
bottle, 38, 22, 15, 0.6333333333333333, 
cat, 10, 33, 32, 0.23255813953488372, 
clock, 47, 16, 12, 0.746031746031746, 
elephant, 2, 40, 33, 0.047619047619047616, 
knife, 8, 38, 29, 0.17391304347826086, 
truck, 18, 41, 16, 0.3050847457627119, 
