Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 166,643,391,0.20519159456118666,
airplane, 1, 45, 29, 0.021739130434782608, 
bicycle, 7, 31, 37, 0.18421052631578946, 
boat, 2, 42, 31, 0.045454545454545456, 
car, 19, 33, 23, 0.36538461538461536, 
chair, 6, 41, 28, 0.1276595744680851, 
dog, 7, 44, 24, 0.13725490196078433, 
keyboard, 8, 45, 22, 0.1509433962264151, 
oven, 9, 39, 27, 0.1875, 
bear, 3, 47, 25, 0.06, 
bird, 1, 46, 28, 0.02127659574468085, 
bottle, 29, 37, 9, 0.4393939393939394, 
cat, 9, 41, 25, 0.18, 
clock, 40, 21, 14, 0.6557377049180327, 
elephant, 3, 47, 25, 0.06, 
knife, 1, 45, 29, 0.021739130434782608, 
truck, 21, 39, 15, 0.35, 
