Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 253,338,609,0.428087986463621,
airplane, 7, 19, 49, 0.2692307692307692, 
bicycle, 28, 12, 35, 0.7, 
boat, 6, 18, 51, 0.25, 
car, 30, 14, 31, 0.6818181818181818, 
chair, 18, 22, 35, 0.45, 
dog, 11, 19, 45, 0.36666666666666664, 
keyboard, 7, 36, 32, 0.16279069767441862, 
oven, 13, 28, 34, 0.3170731707317073, 
bear, 1, 28, 46, 0.034482758620689655, 
bird, 14, 21, 40, 0.4, 
bottle, 25, 17, 33, 0.5952380952380952, 
cat, 11, 23, 41, 0.3235294117647059, 
clock, 42, 10, 23, 0.8076923076923077, 
elephant, 13, 18, 44, 0.41935483870967744, 
knife, 2, 33, 40, 0.05714285714285714, 
truck, 25, 20, 30, 0.5555555555555556, 
