Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 287,379,534,0.43093093093093093,
airplane, 4, 29, 42, 0.12121212121212122, 
bicycle, 18, 18, 39, 0.5, 
boat, 9, 26, 40, 0.2571428571428571, 
car, 29, 21, 25, 0.58, 
chair, 17, 21, 37, 0.4473684210526316, 
dog, 5, 24, 46, 0.1724137931034483, 
keyboard, 11, 26, 38, 0.2972972972972973, 
oven, 27, 20, 28, 0.574468085106383, 
bear, 6, 31, 38, 0.16216216216216217, 
bird, 11, 32, 32, 0.2558139534883721, 
bottle, 37, 20, 18, 0.6491228070175439, 
cat, 16, 19, 40, 0.45714285714285713, 
clock, 56, 7, 12, 0.8888888888888888, 
elephant, 8, 27, 40, 0.22857142857142856, 
knife, 6, 31, 38, 0.16216216216216217, 
truck, 27, 27, 21, 0.5, 
