Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 190,597,413,0.241423125794155,
airplane, 2, 41, 32, 0.046511627906976744, 
bicycle, 7, 31, 37, 0.18421052631578946, 
boat, 5, 39, 31, 0.11363636363636363, 
car, 20, 31, 24, 0.39215686274509803, 
chair, 14, 35, 26, 0.2857142857142857, 
dog, 9, 34, 32, 0.20930232558139536, 
keyboard, 5, 50, 20, 0.09090909090909091, 
oven, 5, 42, 28, 0.10638297872340426, 
bear, 3, 42, 30, 0.06666666666666667, 
bird, 1, 46, 28, 0.02127659574468085, 
bottle, 27, 29, 19, 0.48214285714285715, 
cat, 11, 38, 26, 0.22448979591836735, 
clock, 49, 14, 12, 0.7777777777777778, 
elephant, 6, 42, 27, 0.125, 
knife, 0, 47, 28, 0.0, 
truck, 26, 36, 13, 0.41935483870967744, 
