Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 217,598,385,0.26625766871165646,
airplane, 3, 40, 32, 0.06976744186046512, 
bicycle, 18, 28, 29, 0.391304347826087, 
boat, 7, 42, 26, 0.14285714285714285, 
car, 14, 37, 24, 0.27450980392156865, 
chair, 12, 32, 31, 0.2727272727272727, 
dog, 8, 42, 25, 0.16, 
keyboard, 9, 44, 22, 0.16981132075471697, 
oven, 21, 28, 26, 0.42857142857142855, 
bear, 6, 39, 30, 0.13333333333333333, 
bird, 4, 42, 29, 0.08695652173913043, 
bottle, 29, 36, 10, 0.4461538461538462, 
cat, 10, 43, 22, 0.18867924528301888, 
clock, 44, 18, 13, 0.7096774193548387, 
elephant, 2, 45, 28, 0.0425531914893617, 
knife, 5, 47, 23, 0.09615384615384616, 
truck, 25, 35, 15, 0.4166666666666667, 
