Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 147,576,477,0.2033195020746888,
airplane, 0, 39, 36, 0.0, 
bicycle, 5, 31, 39, 0.1388888888888889, 
boat, 3, 36, 36, 0.07692307692307693, 
car, 16, 32, 27, 0.3333333333333333, 
chair, 12, 30, 33, 0.2857142857142857, 
dog, 13, 36, 26, 0.2653061224489796, 
keyboard, 10, 47, 18, 0.17543859649122806, 
oven, 7, 26, 42, 0.21212121212121213, 
bear, 0, 40, 35, 0.0, 
bird, 1, 41, 33, 0.023809523809523808, 
bottle, 21, 35, 19, 0.375, 
cat, 10, 37, 28, 0.2127659574468085, 
clock, 29, 24, 22, 0.5471698113207547, 
elephant, 3, 37, 35, 0.075, 
knife, 7, 47, 21, 0.12962962962962962, 
truck, 10, 38, 27, 0.20833333333333334, 
