Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 320,191,689,0.6262230919765166,
airplane, 13, 9, 53, 0.5909090909090909, 
bicycle, 18, 10, 47, 0.6428571428571429, 
boat, 9, 13, 53, 0.4090909090909091, 
car, 14, 20, 41, 0.4117647058823529, 
chair, 28, 10, 37, 0.7368421052631579, 
dog, 17, 14, 44, 0.5483870967741935, 
keyboard, 10, 16, 49, 0.38461538461538464, 
oven, 33, 7, 35, 0.825, 
bear, 4, 15, 56, 0.21052631578947367, 
bird, 9, 15, 51, 0.375, 
bottle, 37, 10, 28, 0.7872340425531915, 
cat, 25, 12, 38, 0.6756756756756757, 
clock, 51, 5, 19, 0.9107142857142857, 
elephant, 8, 10, 57, 0.4444444444444444, 
knife, 18, 9, 48, 0.6666666666666666, 
truck, 26, 16, 33, 0.6190476190476191, 
