Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 250,415,535,0.37593984962406013,
airplane, 2, 32, 41, 0.058823529411764705, 
bicycle, 17, 22, 36, 0.4358974358974359, 
boat, 6, 30, 39, 0.16666666666666666, 
car, 25, 23, 27, 0.5208333333333334, 
chair, 19, 21, 35, 0.475, 
dog, 10, 20, 45, 0.3333333333333333, 
keyboard, 7, 33, 35, 0.175, 
oven, 22, 20, 33, 0.5238095238095238, 
bear, 8, 30, 37, 0.21052631578947367, 
bird, 4, 30, 41, 0.11764705882352941, 
bottle, 35, 22, 18, 0.6140350877192983, 
cat, 15, 23, 37, 0.39473684210526316, 
clock, 46, 14, 15, 0.7666666666666667, 
elephant, 5, 31, 39, 0.1388888888888889, 
knife, 3, 31, 41, 0.08823529411764706, 
truck, 26, 33, 16, 0.4406779661016949, 
