Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 201,534,465,0.27346938775510204,
airplane, 4, 33, 38, 0.10810810810810811, 
bicycle, 11, 30, 34, 0.2682926829268293, 
boat, 7, 41, 27, 0.14583333333333334, 
car, 27, 25, 23, 0.5192307692307693, 
chair, 2, 30, 43, 0.0625, 
dog, 8, 37, 30, 0.17777777777777778, 
keyboard, 4, 41, 30, 0.08888888888888889, 
oven, 16, 27, 32, 0.37209302325581395, 
bear, 6, 39, 30, 0.13333333333333333, 
bird, 2, 40, 33, 0.047619047619047616, 
bottle, 35, 28, 12, 0.5555555555555556, 
cat, 11, 33, 31, 0.25, 
clock, 39, 15, 21, 0.7222222222222222, 
elephant, 1, 46, 28, 0.02127659574468085, 
knife, 2, 38, 35, 0.05, 
truck, 26, 31, 18, 0.45614035087719296, 
