Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 196,552,452,0.2620320855614973,
airplane, 5, 34, 36, 0.1282051282051282, 
bicycle, 8, 28, 39, 0.2222222222222222, 
boat, 4, 37, 34, 0.0975609756097561, 
car, 24, 24, 27, 0.5, 
chair, 6, 36, 33, 0.14285714285714285, 
dog, 7, 34, 34, 0.17073170731707318, 
keyboard, 11, 39, 25, 0.22, 
oven, 12, 24, 39, 0.3333333333333333, 
bear, 4, 44, 27, 0.08333333333333333, 
bird, 1, 48, 26, 0.02040816326530612, 
bottle, 36, 29, 10, 0.5538461538461539, 
cat, 9, 43, 23, 0.17307692307692307, 
clock, 43, 16, 16, 0.7288135593220338, 
elephant, 2, 38, 35, 0.05, 
knife, 3, 40, 32, 0.06976744186046512, 
truck, 21, 38, 16, 0.3559322033898305, 
