Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 194,513,493,0.2743988684582744,
airplane, 2, 35, 38, 0.05405405405405406, 
bicycle, 26, 23, 26, 0.5306122448979592, 
boat, 1, 38, 36, 0.02564102564102564, 
car, 25, 28, 22, 0.4716981132075472, 
chair, 12, 34, 29, 0.2608695652173913, 
dog, 13, 23, 39, 0.3611111111111111, 
keyboard, 6, 39, 30, 0.13333333333333333, 
oven, 7, 38, 30, 0.15555555555555556, 
bear, 6, 32, 37, 0.15789473684210525, 
bird, 11, 29, 35, 0.275, 
bottle, 20, 35, 20, 0.36363636363636365, 
cat, 8, 37, 30, 0.17777777777777778, 
clock, 38, 19, 18, 0.6666666666666666, 
elephant, 11, 24, 40, 0.3142857142857143, 
knife, 0, 39, 36, 0.0, 
truck, 8, 40, 27, 0.16666666666666666, 
