Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 187,591,422,0.2403598971722365,
airplane, 1, 43, 31, 0.022727272727272728, 
bicycle, 4, 30, 41, 0.11764705882352941, 
boat, 3, 39, 33, 0.07142857142857142, 
car, 29, 25, 21, 0.5370370370370371, 
chair, 6, 42, 27, 0.125, 
dog, 6, 39, 30, 0.13333333333333333, 
keyboard, 13, 46, 16, 0.22033898305084745, 
oven, 7, 35, 33, 0.16666666666666666, 
bear, 4, 44, 27, 0.08333333333333333, 
bird, 2, 45, 28, 0.0425531914893617, 
bottle, 29, 32, 14, 0.47540983606557374, 
cat, 8, 39, 28, 0.1702127659574468, 
clock, 45, 17, 13, 0.7258064516129032, 
elephant, 4, 37, 34, 0.0975609756097561, 
knife, 2, 42, 31, 0.045454545454545456, 
truck, 24, 36, 15, 0.4, 
