Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 174,580,446,0.23076923076923078,
airplane, 1, 43, 31, 0.022727272727272728, 
bicycle, 2, 33, 40, 0.05714285714285714, 
boat, 5, 38, 32, 0.11627906976744186, 
car, 20, 36, 19, 0.35714285714285715, 
chair, 9, 30, 36, 0.23076923076923078, 
dog, 7, 34, 34, 0.17073170731707318, 
keyboard, 5, 44, 26, 0.10204081632653061, 
oven, 8, 36, 31, 0.18181818181818182, 
bear, 2, 39, 34, 0.04878048780487805, 
bird, 1, 43, 31, 0.022727272727272728, 
bottle, 33, 33, 9, 0.5, 
cat, 10, 38, 27, 0.20833333333333334, 
clock, 45, 19, 11, 0.703125, 
elephant, 1, 32, 42, 0.030303030303030304, 
knife, 2, 45, 28, 0.0425531914893617, 
truck, 23, 37, 15, 0.38333333333333336, 
