Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 202,525,473,0.27785419532324623,
airplane, 4, 36, 35, 0.1, 
bicycle, 6, 27, 42, 0.18181818181818182, 
boat, 1, 38, 36, 0.02564102564102564, 
car, 24, 28, 23, 0.46153846153846156, 
chair, 5, 29, 41, 0.14705882352941177, 
dog, 8, 32, 35, 0.2, 
keyboard, 9, 40, 26, 0.1836734693877551, 
oven, 11, 30, 34, 0.2682926829268293, 
bear, 3, 42, 30, 0.06666666666666667, 
bird, 2, 43, 30, 0.044444444444444446, 
bottle, 35, 23, 17, 0.603448275862069, 
cat, 10, 39, 26, 0.20408163265306123, 
clock, 52, 10, 13, 0.8387096774193549, 
elephant, 7, 36, 32, 0.16279069767441862, 
knife, 4, 35, 36, 0.10256410256410256, 
truck, 21, 37, 17, 0.3620689655172414, 
