Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 192,584,424,0.24742268041237114,
airplane, 1, 31, 43, 0.03125, 
bicycle, 8, 29, 38, 0.21621621621621623, 
boat, 5, 38, 32, 0.11627906976744186, 
car, 25, 29, 21, 0.46296296296296297, 
chair, 5, 38, 32, 0.11627906976744186, 
dog, 6, 39, 30, 0.13333333333333333, 
keyboard, 12, 39, 24, 0.23529411764705882, 
oven, 7, 31, 37, 0.18421052631578946, 
bear, 5, 46, 24, 0.09803921568627451, 
bird, 1, 51, 23, 0.019230769230769232, 
bottle, 33, 31, 11, 0.515625, 
cat, 9, 42, 24, 0.17647058823529413, 
clock, 43, 16, 16, 0.7288135593220338, 
elephant, 4, 43, 28, 0.0851063829787234, 
knife, 4, 45, 26, 0.08163265306122448, 
truck, 24, 36, 15, 0.4, 
