Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 190,644,366,0.2278177458033573,
airplane, 3, 47, 25, 0.06, 
bicycle, 13, 31, 31, 0.29545454545454547, 
boat, 5, 45, 25, 0.1, 
car, 28, 31, 16, 0.4745762711864407, 
chair, 13, 41, 21, 0.24074074074074073, 
dog, 9, 41, 25, 0.18, 
keyboard, 7, 50, 18, 0.12280701754385964, 
oven, 5, 33, 37, 0.13157894736842105, 
bear, 5, 48, 22, 0.09433962264150944, 
bird, 3, 50, 22, 0.05660377358490566, 
bottle, 24, 38, 13, 0.3870967741935484, 
cat, 12, 41, 22, 0.22641509433962265, 
clock, 42, 19, 14, 0.6885245901639344, 
elephant, 3, 40, 32, 0.06976744186046512, 
knife, 0, 47, 28, 0.0, 
truck, 18, 42, 15, 0.3, 
