Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 184,634,382,0.22493887530562348,
airplane, 2, 43, 30, 0.044444444444444446, 
bicycle, 12, 33, 30, 0.26666666666666666, 
boat, 5, 37, 33, 0.11904761904761904, 
car, 22, 33, 20, 0.4, 
chair, 9, 32, 34, 0.21951219512195122, 
dog, 8, 43, 24, 0.1568627450980392, 
keyboard, 7, 50, 18, 0.12280701754385964, 
oven, 14, 33, 28, 0.2978723404255319, 
bear, 0, 50, 25, 0.0, 
bird, 3, 48, 24, 0.058823529411764705, 
bottle, 31, 37, 7, 0.45588235294117646, 
cat, 8, 46, 21, 0.14814814814814814, 
clock, 45, 18, 12, 0.7142857142857143, 
elephant, 4, 41, 30, 0.08888888888888889, 
knife, 1, 49, 25, 0.02, 
truck, 13, 41, 21, 0.24074074074074073, 
