Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 187,598,415,0.23821656050955414,
airplane, 3, 37, 35, 0.075, 
bicycle, 7, 30, 38, 0.1891891891891892, 
boat, 5, 41, 29, 0.10869565217391304, 
car, 24, 29, 22, 0.4528301886792453, 
chair, 3, 40, 32, 0.06976744186046512, 
dog, 6, 38, 31, 0.13636363636363635, 
keyboard, 9, 45, 21, 0.16666666666666666, 
oven, 11, 29, 35, 0.275, 
bear, 3, 49, 23, 0.057692307692307696, 
bird, 1, 50, 24, 0.0196078431372549, 
bottle, 32, 31, 12, 0.5079365079365079, 
cat, 8, 40, 27, 0.16666666666666666, 
clock, 42, 18, 15, 0.7, 
elephant, 5, 38, 32, 0.11627906976744186, 
knife, 4, 45, 26, 0.08163265306122448, 
truck, 24, 38, 13, 0.3870967741935484, 
