Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 196,560,444,0.25925925925925924,
airplane, 2, 37, 36, 0.05128205128205128, 
bicycle, 20, 31, 24, 0.39215686274509803, 
boat, 5, 42, 28, 0.10638297872340426, 
car, 20, 32, 23, 0.38461538461538464, 
chair, 10, 30, 35, 0.25, 
dog, 7, 38, 30, 0.15555555555555556, 
keyboard, 3, 42, 30, 0.06666666666666667, 
oven, 12, 22, 41, 0.35294117647058826, 
bear, 2, 47, 26, 0.04081632653061224, 
bird, 2, 43, 30, 0.044444444444444446, 
bottle, 31, 30, 14, 0.5081967213114754, 
cat, 11, 38, 26, 0.22448979591836735, 
clock, 41, 14, 20, 0.7454545454545455, 
elephant, 4, 40, 31, 0.09090909090909091, 
knife, 4, 40, 31, 0.09090909090909091, 
truck, 22, 34, 19, 0.39285714285714285, 
