Category, Shape_Choices, Texture_Choices, Other_Choices, Shape_Bias, Total, 205, 482, 513, 0.29839883551673946, 
airplane, 4, 29, 42, 0.12121212121212122, 
bicycle, 11, 21, 43, 0.34375, 
boat, 2, 37, 36, 0.05128205128205128, 
car, 23, 25, 27, 0.4791666666666667, 
chair, 12, 36, 27, 0.25, 
dog, 7, 31, 37, 0.18421052631578946, 
keyboard, 8, 38, 29, 0.17391304347826086, 
oven, 13, 29, 33, 0.30952380952380953, 
bear, 5, 35, 35, 0.125, 
bird, 3, 33, 39, 0.08333333333333333, 
bottle, 30, 24, 21, 0.5555555555555556, 
cat, 13, 36, 26, 0.2653061224489796, 
clock, 41, 12, 22, 0.7735849056603774, 
elephant, 5, 32, 38, 0.13513513513513514, 
knife, 0, 33, 42, 0.0, 
truck, 28, 31, 16, 0.4745762711864407, 
