Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 188,632,380,0.22926829268292684,
airplane, 6, 41, 28, 0.1276595744680851, 
bicycle, 18, 29, 28, 0.3829787234042553, 
boat, 2, 41, 32, 0.046511627906976744, 
car, 20, 31, 24, 0.39215686274509803, 
chair, 10, 42, 23, 0.19230769230769232, 
dog, 8, 40, 27, 0.16666666666666666, 
keyboard, 15, 37, 23, 0.28846153846153844, 
oven, 5, 43, 27, 0.10416666666666667, 
bear, 3, 43, 29, 0.06521739130434782, 
bird, 6, 47, 22, 0.11320754716981132, 
bottle, 14, 46, 15, 0.23333333333333334, 
cat, 7, 52, 16, 0.11864406779661017, 
clock, 39, 18, 18, 0.6842105263157895, 
elephant, 2, 46, 27, 0.041666666666666664, 
knife, 2, 45, 28, 0.0425531914893617, 
truck, 31, 31, 13, 0.5, 
