Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 252,367,581,0.407108239095315,
airplane, 2, 28, 45, 0.06666666666666667, 
bicycle, 21, 17, 37, 0.5526315789473685, 
boat, 5, 22, 48, 0.18518518518518517, 
car, 22, 24, 29, 0.4782608695652174, 
chair, 10, 23, 42, 0.30303030303030304, 
dog, 5, 26, 44, 0.16129032258064516, 
keyboard, 6, 36, 33, 0.14285714285714285, 
oven, 19, 23, 33, 0.4523809523809524, 
bear, 7, 25, 43, 0.21875, 
bird, 8, 26, 41, 0.23529411764705882, 
bottle, 43, 14, 18, 0.7543859649122807, 
cat, 13, 23, 39, 0.3611111111111111, 
clock, 53, 7, 15, 0.8833333333333333, 
elephant, 14, 19, 42, 0.42424242424242425, 
knife, 0, 23, 52, 0.0, 
truck, 24, 31, 20, 0.43636363636363634, 
