Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 224,152,824,0.5957446808510638,
airplane, 14, 5, 56, 0.7368421052631579, 
bicycle, 4, 11, 60, 0.26666666666666666, 
boat, 5, 11, 59, 0.3125, 
car, 9, 10, 56, 0.47368421052631576, 
chair, 9, 11, 55, 0.45, 
dog, 14, 13, 48, 0.5185185185185185, 
keyboard, 13, 8, 54, 0.6190476190476191, 
oven, 11, 8, 56, 0.5789473684210527, 
bear, 8, 15, 52, 0.34782608695652173, 
bird, 11, 9, 55, 0.55, 
bottle, 31, 8, 36, 0.7948717948717948, 
cat, 28, 5, 42, 0.8484848484848485, 
clock, 55, 2, 18, 0.9649122807017544, 
elephant, 2, 12, 61, 0.14285714285714285, 
knife, 5, 8, 62, 0.38461538461538464, 
truck, 5, 16, 54, 0.23809523809523808, 
