Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 80,142,978,0.36036036036036034,
airplane, 0, 8, 67, 0.0, 
bicycle, 0, 11, 64, 0.0, 
boat, 0, 8, 67, 0.0, 
car, 0, 9, 66, 0.0, 
chair, 0, 10, 65, 0.0, 
dog, 0, 10, 65, 0.0, 
keyboard, 2, 9, 64, 0.18181818181818182, 
oven, 0, 11, 64, 0.0, 
bear, 0, 10, 65, 0.0, 
bird, 1, 10, 64, 0.09090909090909091, 
bottle, 1, 9, 65, 0.1, 
cat, 0, 8, 67, 0.0, 
clock, 57, 5, 13, 0.9193548387096774, 
elephant, 19, 5, 51, 0.7916666666666666, 
knife, 0, 9, 66, 0.0, 
truck, 0, 10, 65, 0.0, 
