Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 327,156,717,0.6770186335403726,
airplane, 10, 7, 58, 0.5882352941176471, 
bicycle, 25, 5, 45, 0.8333333333333334, 
boat, 7, 12, 56, 0.3684210526315789, 
car, 17, 10, 48, 0.6296296296296297, 
chair, 25, 8, 42, 0.7575757575757576, 
dog, 28, 4, 43, 0.875, 
keyboard, 4, 12, 59, 0.25, 
oven, 19, 9, 47, 0.6785714285714286, 
bear, 5, 14, 56, 0.2631578947368421, 
bird, 15, 14, 46, 0.5172413793103449, 
bottle, 25, 11, 39, 0.6944444444444444, 
cat, 26, 9, 40, 0.7428571428571429, 
clock, 55, 4, 16, 0.9322033898305084, 
elephant, 14, 12, 49, 0.5384615384615384, 
knife, 18, 12, 45, 0.6, 
truck, 34, 13, 28, 0.723404255319149, 
