Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 218,350,632,0.38380281690140844,
airplane, 9, 26, 40, 0.2571428571428571, 
bicycle, 19, 15, 41, 0.5588235294117647, 
boat, 7, 25, 43, 0.21875, 
car, 12, 23, 40, 0.34285714285714286, 
chair, 10, 20, 45, 0.3333333333333333, 
dog, 4, 28, 43, 0.125, 
keyboard, 9, 28, 38, 0.24324324324324326, 
oven, 12, 27, 36, 0.3076923076923077, 
bear, 2, 21, 52, 0.08695652173913043, 
bird, 8, 26, 41, 0.23529411764705882, 
bottle, 24, 19, 32, 0.5581395348837209, 
cat, 12, 25, 38, 0.32432432432432434, 
clock, 35, 10, 30, 0.7777777777777778, 
elephant, 37, 10, 28, 0.7872340425531915, 
knife, 0, 21, 54, 0.0, 
truck, 18, 26, 31, 0.4090909090909091, 
