Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 198,546,456,0.2661290322580645,
airplane, 3, 36, 36, 0.07692307692307693, 
bicycle, 8, 30, 37, 0.21052631578947367, 
boat, 8, 35, 32, 0.18604651162790697, 
car, 28, 23, 24, 0.5490196078431373, 
chair, 14, 29, 32, 0.32558139534883723, 
dog, 11, 35, 29, 0.2391304347826087, 
keyboard, 10, 45, 20, 0.18181818181818182, 
oven, 13, 25, 37, 0.34210526315789475, 
bear, 2, 43, 30, 0.044444444444444446, 
bird, 0, 41, 34, 0.0, 
bottle, 22, 31, 22, 0.41509433962264153, 
cat, 11, 36, 28, 0.23404255319148937, 
clock, 33, 25, 17, 0.5689655172413793, 
elephant, 4, 38, 33, 0.09523809523809523, 
knife, 5, 44, 26, 0.10204081632653061, 
truck, 26, 30, 19, 0.4642857142857143, 
