Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 194,533,473,0.2668500687757909,
airplane, 1, 35, 39, 0.027777777777777776, 
bicycle, 9, 28, 38, 0.24324324324324326, 
boat, 6, 26, 43, 0.1875, 
car, 30, 20, 25, 0.6, 
chair, 2, 41, 32, 0.046511627906976744, 
dog, 7, 31, 37, 0.18421052631578946, 
keyboard, 13, 39, 23, 0.25, 
oven, 6, 34, 35, 0.15, 
bear, 1, 45, 29, 0.021739130434782608, 
bird, 0, 39, 36, 0.0, 
bottle, 31, 27, 17, 0.5344827586206896, 
cat, 11, 40, 24, 0.21568627450980393, 
clock, 43, 18, 14, 0.7049180327868853, 
elephant, 5, 33, 37, 0.13157894736842105, 
knife, 3, 40, 32, 0.06976744186046512, 
truck, 26, 37, 12, 0.4126984126984127, 
