Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 179,586,435,0.23398692810457516,
airplane, 0, 38, 37, 0.0, 
bicycle, 9, 32, 34, 0.21951219512195122, 
boat, 4, 37, 34, 0.0975609756097561, 
car, 21, 34, 20, 0.38181818181818183, 
chair, 4, 35, 36, 0.10256410256410256, 
dog, 10, 37, 28, 0.2127659574468085, 
keyboard, 7, 44, 24, 0.13725490196078433, 
oven, 8, 35, 32, 0.18604651162790697, 
bear, 1, 47, 27, 0.020833333333333332, 
bird, 2, 43, 30, 0.044444444444444446, 
bottle, 34, 29, 12, 0.5396825396825397, 
cat, 9, 38, 28, 0.19148936170212766, 
clock, 42, 16, 17, 0.7241379310344828, 
elephant, 4, 40, 31, 0.09090909090909091, 
knife, 3, 42, 30, 0.06666666666666667, 
truck, 21, 39, 15, 0.35, 
