Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 164,664,372,0.19806763285024154,
airplane, 3, 46, 26, 0.061224489795918366, 
bicycle, 9, 31, 35, 0.225, 
boat, 4, 47, 24, 0.0784313725490196, 
car, 24, 36, 15, 0.4, 
chair, 3, 44, 28, 0.06382978723404255, 
dog, 7, 41, 27, 0.14583333333333334, 
keyboard, 12, 46, 17, 0.20689655172413793, 
oven, 4, 45, 26, 0.08163265306122448, 
bear, 3, 46, 26, 0.061224489795918366, 
bird, 1, 48, 26, 0.02040816326530612, 
bottle, 23, 37, 15, 0.38333333333333336, 
cat, 10, 43, 22, 0.18867924528301888, 
clock, 37, 21, 17, 0.6379310344827587, 
elephant, 1, 45, 29, 0.021739130434782608, 
knife, 5, 45, 25, 0.1, 
truck, 18, 43, 14, 0.29508196721311475, 
