Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 191,559,450,0.25466666666666665,
airplane, 4, 38, 33, 0.09523809523809523, 
bicycle, 6, 31, 38, 0.16216216216216217, 
boat, 2, 36, 37, 0.05263157894736842, 
car, 26, 30, 19, 0.4642857142857143, 
chair, 7, 31, 37, 0.18421052631578946, 
dog, 5, 41, 29, 0.10869565217391304, 
keyboard, 14, 44, 17, 0.2413793103448276, 
oven, 12, 27, 36, 0.3076923076923077, 
bear, 6, 40, 29, 0.13043478260869565, 
bird, 2, 48, 25, 0.04, 
bottle, 24, 30, 21, 0.4444444444444444, 
cat, 12, 33, 30, 0.26666666666666666, 
clock, 40, 16, 19, 0.7142857142857143, 
elephant, 6, 37, 32, 0.13953488372093023, 
knife, 2, 41, 32, 0.046511627906976744, 
truck, 23, 36, 16, 0.3898305084745763, 
