Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 200,512,488,0.2808988764044944,
airplane, 4, 35, 36, 0.10256410256410256, 
bicycle, 13, 26, 36, 0.3333333333333333, 
boat, 5, 34, 36, 0.1282051282051282, 
car, 23, 25, 27, 0.4791666666666667, 
chair, 9, 31, 35, 0.225, 
dog, 7, 36, 32, 0.16279069767441862, 
keyboard, 10, 40, 25, 0.2, 
oven, 7, 34, 34, 0.17073170731707318, 
bear, 6, 36, 33, 0.14285714285714285, 
bird, 8, 37, 30, 0.17777777777777778, 
bottle, 25, 25, 25, 0.5, 
cat, 12, 38, 25, 0.24, 
clock, 48, 15, 12, 0.7619047619047619, 
elephant, 1, 30, 44, 0.03225806451612903, 
knife, 1, 36, 38, 0.02702702702702703, 
truck, 21, 34, 20, 0.38181818181818183, 
