Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 179,542,479,0.24826629680998613,
airplane, 2, 36, 37, 0.05263157894736842, 
bicycle, 3, 35, 37, 0.07894736842105263, 
boat, 4, 33, 38, 0.10810810810810811, 
car, 22, 29, 24, 0.43137254901960786, 
chair, 6, 33, 36, 0.15384615384615385, 
dog, 8, 28, 39, 0.2222222222222222, 
keyboard, 8, 42, 25, 0.16, 
oven, 12, 33, 30, 0.26666666666666666, 
bear, 3, 41, 31, 0.06818181818181818, 
bird, 1, 41, 33, 0.023809523809523808, 
bottle, 40, 27, 8, 0.5970149253731343, 
cat, 11, 33, 31, 0.25, 
clock, 40, 17, 18, 0.7017543859649122, 
elephant, 3, 34, 38, 0.08108108108108109, 
knife, 3, 41, 31, 0.06818181818181818, 
truck, 13, 39, 23, 0.25, 
