Category, Shape_Choices, Texture_Choices, Other_Choices, Shape_Bias, Total, 180, 583, 437, 0.23591087811271297, 
airplane, 4, 35, 36, 0.10256410256410256, 
bicycle, 8, 29, 38, 0.21621621621621623, 
boat, 3, 42, 30, 0.06666666666666667, 
car, 22, 27, 26, 0.4489795918367347, 
chair, 2, 41, 32, 0.046511627906976744, 
dog, 6, 39, 30, 0.13333333333333333, 
keyboard, 8, 42, 25, 0.16, 
oven, 13, 29, 33, 0.30952380952380953, 
bear, 4, 47, 24, 0.0784313725490196, 
bird, 2, 46, 27, 0.041666666666666664, 
bottle, 32, 28, 15, 0.5333333333333333, 
cat, 7, 44, 24, 0.13725490196078433, 
clock, 44, 14, 17, 0.7586206896551724, 
elephant, 1, 41, 33, 0.023809523809523808, 
knife, 2, 43, 30, 0.044444444444444446, 
truck, 22, 36, 17, 0.3793103448275862, 
