Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 182,630,388,0.22413793103448276,
airplane, 3, 43, 29, 0.06521739130434782, 
bicycle, 8, 32, 35, 0.2, 
boat, 6, 36, 33, 0.14285714285714285, 
car, 23, 37, 15, 0.38333333333333336, 
chair, 13, 39, 23, 0.25, 
dog, 7, 45, 23, 0.1346153846153846, 
keyboard, 7, 45, 23, 0.1346153846153846, 
oven, 11, 35, 29, 0.2391304347826087, 
bear, 3, 46, 26, 0.061224489795918366, 
bird, 1, 46, 28, 0.02127659574468085, 
bottle, 27, 33, 15, 0.45, 
cat, 10, 40, 25, 0.2, 
clock, 40, 19, 16, 0.6779661016949152, 
elephant, 4, 42, 29, 0.08695652173913043, 
knife, 2, 49, 24, 0.0392156862745098, 
truck, 17, 43, 15, 0.2833333333333333, 
